"anio","pais","iso3","pib_per_capita_ppa_porcentaje_eeuu"
1942,"Reino Unido","GBR",81.8837504584686
1943,"Reino Unido","GBR",76.9086155027765
1944,"Reino Unido","GBR",69.4321597769385
1945,"Reino Unido","GBR",68.2564992627405
1946,"Reino Unido","GBR",72.5317882718736
1947,"Reino Unido","GBR",73.5559884514442
1948,"Reino Unido","GBR",72.9797108495723
1949,"Reino Unido","GBR",78.1028117012212
1950,"Reino Unido","GBR",72.5787401574803
1951,"Reino Unido","GBR",70.4124031007752
1952,"Reino Unido","GBR",68.7363171977621
1953,"Reino Unido","GBR",69.2143997162618
1954,"Reino Unido","GBR",73.5525678294574
1955,"Reino Unido","GBR",72.1991940126655
1956,"Reino Unido","GBR",72.6504569753406
1957,"Reino Unido","GBR",73.4172124554751
1958,"Reino Unido","GBR",74.9321373775522
1959,"Reino Unido","GBR",73.3743016759776
1960,"Reino Unido","GBR",76.3138948884089
1961,"Reino Unido","GBR",77.6781292984869
1962,"Reino Unido","GBR",74.4677487352445
1963,"Reino Unido","GBR",74.7309623859793
1964,"Reino Unido","GBR",74.9066797642436
1965,"Reino Unido","GBR",72.674146797569
1966,"Reino Unido","GBR",69.9409649784722
1967,"Reino Unido","GBR",70.1252079502671
1968,"Reino Unido","GBR",70.0392554134481
1969,"Reino Unido","GBR",69.5184955569332
1970,"Reino Unido","GBR",71.6336922948493
1971,"Reino Unido","GBR",71.4929900795278
1972,"Reino Unido","GBR",70.8349728496105
1973,"Reino Unido","GBR",72.0547327268626
1974,"Reino Unido","GBR",71.9128052955946
1975,"Reino Unido","GBR",72.7538912004931
1976,"Reino Unido","GBR",71.368911227733
1977,"Reino Unido","GBR",70.4974822327774
1978,"Reino Unido","GBR",69.8217578365089
1979,"Reino Unido","GBR",70.0791345286988
1980,"Reino Unido","GBR",69.6092668265172
1981,"Reino Unido","GBR",67.6038062283737
1982,"Reino Unido","GBR",70.6949674768915
1983,"Reino Unido","GBR",70.8468731348233
1984,"Reino Unido","GBR",68.178700586108
1985,"Reino Unido","GBR",68.3735578233352
1986,"Reino Unido","GBR",69.4180206794682
1987,"Reino Unido","GBR",70.6478548805068
1988,"Reino Unido","GBR",71.6030449209492
1989,"Reino Unido","GBR",71.182936119273
1990,"Reino Unido","GBR",70.8155318803742
1991,"Reino Unido","GBR",70.7328947550395
1992,"Reino Unido","GBR",69.2534307107071
1993,"Reino Unido","GBR",69.7782594089964
1994,"Reino Unido","GBR",70.2897569237321
1995,"Reino Unido","GBR",70.7305748477377
1996,"Reino Unido","GBR",70.4536254336896
1997,"Reino Unido","GBR",70.1291733926571
1998,"Reino Unido","GBR",69.8292514847767
1999,"Reino Unido","GBR",69.3930394828582
2000,"Reino Unido","GBR",69.6197288493404
2001,"Reino Unido","GBR",71.1897529389771
2002,"Reino Unido","GBR",71.9126135056548
2003,"Reino Unido","GBR",72.5909285651002
2004,"Reino Unido","GBR",71.8990082364936
2005,"Reino Unido","GBR",71.7426175527154
2006,"Reino Unido","GBR",71.7254291832391
2007,"Reino Unido","GBR",72.3289099201915
2008,"Reino Unido","GBR",72.1317796350567
2009,"Reino Unido","GBR",71.0015998843249
2010,"Reino Unido","GBR",70.5432269349847
2011,"Reino Unido","GBR",70.3995973829894
2012,"Reino Unido","GBR",69.8198198198198
2013,"Reino Unido","GBR",70.0273283133122
2014,"Reino Unido","GBR",70.5249303189842
2015,"Reino Unido","GBR",70.2420566256584
2016,"Reino Unido","GBR",70.4215787984533
2017,"Reino Unido","GBR",69.9581345462492
2018,"Reino Unido","GBR",68.777925043242
2019,"Reino Unido","GBR",68.2611609559531
2020,"Reino Unido","GBR",62.708820029122
2021,"Reino Unido","GBR",63.7005225327307
2022,"Reino Unido","GBR",64.7189184967867
1900,"Grecia","GRC",24.5347748832384
1901,"Grecia","GRC",21.5498486995385
1902,"Grecia","GRC",27.9011559807043
1903,"Grecia","GRC",26.4725184614221
1904,"Grecia","GRC",28.8330851087111
1905,"Grecia","GRC",28.0660763142927
1906,"Grecia","GRC",25.3504148770743
1907,"Grecia","GRC",25.7774851304612
1908,"Grecia","GRC",28.4091666368909
1909,"Grecia","GRC",26.5459137759286
1910,"Grecia","GRC",26.8969434594607
1911,"Grecia","GRC",33.1864908109721
1912,"Grecia","GRC",31.4236348384156
1913,"Grecia","GRC",18.5596129592979
1914,"Grecia","GRC",26.3181849465809
1915,"Grecia","GRC",19.881764013564
1916,"Grecia","GRC",15.1531161477766
1917,"Grecia","GRC",13.839586497915
1918,"Grecia","GRC",21.7642388387533
1919,"Grecia","GRC",19.435815371103
1920,"Grecia","GRC",22.4959755500329
1921,"Grecia","GRC",31.5972895368229
1922,"Grecia","GRC",31.2596304030587
1923,"Grecia","GRC",28.6237056336847
1924,"Grecia","GRC",29.4696196879826
1925,"Grecia","GRC",30.5925537477884
1926,"Grecia","GRC",29.8340425924346
1927,"Grecia","GRC",30.6874600666278
1928,"Grecia","GRC",31.0975334474415
1929,"Grecia","GRC",31.2274260296129
1930,"Grecia","GRC",33.6512952959283
1931,"Grecia","GRC",34.2564952164035
1932,"Grecia","GRC",43.5415320604527
1933,"Grecia","GRC",47.43903444161
1934,"Grecia","GRC",44.4670492394675
1935,"Grecia","GRC",40.833239204561
1936,"Grecia","GRC",37.0268303041185
1937,"Grecia","GRC",39.0788962568368
1938,"Grecia","GRC",40.5372017289063
1939,"Grecia","GRC",37.6405991434592
1940,"Grecia","GRC",29.5124690960897
1941,"Grecia","GRC",22.038747722965
1942,"Grecia","GRC",16.9268561024939
1943,"Grecia","GRC",13.1773915901144
1944,"Grecia","GRC",10.4651200748262
1945,"Grecia","GRC",9.07294979975078
1946,"Grecia","GRC",14.9030527664932
1947,"Grecia","GRC",19.6344948749462
1948,"Grecia","GRC",19.4513020826629
1949,"Grecia","GRC",20.9837911307664
1950,"Grecia","GRC",20.0262467191601
1951,"Grecia","GRC",20.384496124031
1952,"Grecia","GRC",19.8978350766237
1953,"Grecia","GRC",21.7591771590708
1954,"Grecia","GRC",22.765261627907
1955,"Grecia","GRC",23.0685089234312
1956,"Grecia","GRC",24.7916307409323
1957,"Grecia","GRC",26.1806273698725
1958,"Grecia","GRC",27.8708839844211
1959,"Grecia","GRC",27.072625698324
1960,"Grecia","GRC",27.7731627623636
1961,"Grecia","GRC",29.7551581843191
1962,"Grecia","GRC",29.3897554806071
1963,"Grecia","GRC",31.3723480578047
1964,"Grecia","GRC",32.4214145383104
1965,"Grecia","GRC",33.5998129967274
1966,"Grecia","GRC",33.6011363131963
1967,"Grecia","GRC",34.5503896331319
1968,"Grecia","GRC",35.4311763960998
1969,"Grecia","GRC",37.9871874354205
1970,"Grecia","GRC",41.3223140495868
1971,"Grecia","GRC",43.2852340739526
1972,"Grecia","GRC",46.411426772645
1973,"Grecia","GRC",45.8687316743102
1974,"Grecia","GRC",44.5712546602754
1975,"Grecia","GRC",47.4225612575127
1976,"Grecia","GRC",47.7455835612388
1977,"Grecia","GRC",46.9911788864683
1978,"Grecia","GRC",47.3263675476337
1979,"Grecia","GRC",47.3905639587298
1980,"Grecia","GRC",48.292864138327
1981,"Grecia","GRC",47.178599946766
1982,"Grecia","GRC",48.4525847312564
1983,"Grecia","GRC",46.8598713442536
1984,"Grecia","GRC",45.0586107993515
1985,"Grecia","GRC",44.9686582079157
1986,"Grecia","GRC",44.4519940915805
1987,"Grecia","GRC",43.0290814857472
1988,"Grecia","GRC",43.4877171458049
1989,"Grecia","GRC",43.8486233540102
1990,"Grecia","GRC",43.1669460818777
1991,"Grecia","GRC",45.002491438466
1992,"Grecia","GRC",44.4302655865737
1993,"Grecia","GRC",43.2485454630377
1994,"Grecia","GRC",43.0957492209155
1995,"Grecia","GRC",43.5337012902557
1996,"Grecia","GRC",43.8464517465004
1997,"Grecia","GRC",44.5520273297159
1998,"Grecia","GRC",44.9906409927611
1999,"Grecia","GRC",45.0390962672827
2000,"Grecia","GRC",45.6895716297898
2001,"Grecia","GRC",47.7653631555482
2002,"Grecia","GRC",49.4830171224162
2003,"Grecia","GRC",51.6986911491598
2004,"Grecia","GRC",53.1634163288764
2005,"Grecia","GRC",52.5458655385876
2006,"Grecia","GRC",54.92411924172
2007,"Grecia","GRC",56.6246123956616
2008,"Grecia","GRC",57.4987486646533
2009,"Grecia","GRC",57.4576098981257
2010,"Grecia","GRC",53.8240817708527
2011,"Grecia","GRC",49.016607951686
2012,"Grecia","GRC",45.0311545025201
2013,"Grecia","GRC",43.4854412834477
2014,"Grecia","GRC",43.248683803035
2015,"Grecia","GRC",42.6727006522028
2016,"Grecia","GRC",42.5804017730831
2017,"Grecia","GRC",42.5107757322079
2018,"Grecia","GRC",42.3798250889246
2019,"Grecia","GRC",42.4720133348974
2020,"Grecia","GRC",40.0984537144674
2021,"Grecia","GRC",41.3249607945182
2022,"Grecia","GRC",43.9419462591005
1900,"India","IND",11.8816987898036
1901,"India","IND",11.0485732221443
1902,"India","IND",12.0217939925115
1903,"India","IND",11.7655637606321
1904,"India","IND",12.1195914187937
1905,"India","IND",11.2373938367773
1906,"India","IND",10.4908633898406
1907,"India","IND",9.83865806733783
1908,"India","IND",10.996018615926
1909,"India","IND",11.389942242959
1910,"India","IND",11.5287438979402
1911,"India","IND",11.3086742132096
1912,"India","IND",11.0057898094355
1913,"India","IND",10.615386303479
1914,"India","IND",12.4225350833903
1915,"India","IND",12.0141724362974
1916,"India","IND",11.0738072816547
1917,"India","IND",11.3726187863784
1918,"India","IND",9.24431030974689
1919,"India","IND",10.5265371286131
1920,"India","IND",9.96756885141565
1921,"India","IND",11.183600680027
1922,"India","IND",11.1591585683019
1923,"India","IND",9.66467814075186
1924,"India","IND",9.98497940632774
1925,"India","IND",9.9822668781262
1926,"India","IND",9.76152702952466
1927,"India","IND",9.75512646932927
1928,"India","IND",9.82441031406113
1929,"India","IND",9.70367377293088
1930,"India","IND",10.818157448566
1931,"India","IND",11.4087622222766
1932,"India","IND",13.4836753160624
1933,"India","IND",13.8664123721416
1934,"India","IND",12.8186018954459
1935,"India","IND",11.1973770042358
1936,"India","IND",10.5128567513099
1937,"India","IND",9.54396242973948
1938,"India","IND",10.1176751444306
1939,"India","IND",9.61379393105237
1940,"India","IND",9.10446760429748
1941,"India","IND",8.1234219092683
1942,"India","IND",7.27646337024171
1943,"India","IND",6.93448550345028
1944,"India","IND",6.40613589740626
1945,"India","IND",6.42085678136209
1946,"India","IND",6.68579687260969
1947,"India","IND",6.88255425331743
1948,"India","IND",6.67153871153442
1949,"India","IND",7.00868485233722
1950,"India","IND",6.47637795275591
1951,"India","IND",6.15813953488372
1952,"India","IND",6.09948917538312
1953,"India","IND",6.18904061003724
1954,"India","IND",6.48619186046512
1955,"India","IND",6.20610247553253
1956,"India","IND",6.42064723802955
1957,"India","IND",6.22773756176031
1958,"India","IND",6.73315236634014
1959,"India","IND",6.3854748603352
1960,"India","IND",6.64562219637814
1961,"India","IND",6.646492434663
1962,"India","IND",6.36593591905565
1963,"India","IND",6.36466126883263
1964,"India","IND",6.42927308447937
1965,"India","IND",5.74567554932211
1966,"India","IND",5.39304895911936
1967,"India","IND",5.62997986165835
1968,"India","IND",5.44510573635558
1969,"India","IND",5.56726596404216
1970,"India","IND",5.77677602470991
1971,"India","IND",5.59153890300894
1972,"India","IND",5.22940111749429
1973,"India","IND",5.11239756409293
1974,"India","IND",5.11298790230541
1975,"India","IND",5.50932347048852
1976,"India","IND",5.23689851430261
1977,"India","IND",5.33552373129531
1978,"India","IND",5.25848528307041
1979,"India","IND",4.76476677017597
1980,"India","IND",5.04879943264327
1981,"India","IND",5.18033005057227
1982,"India","IND",5.37487161930846
1983,"India","IND",5.51429139863386
1984,"India","IND",5.26873675021823
1985,"India","IND",5.20849105169125
1986,"India","IND",5.18463810930576
1987,"India","IND",5.16268355888281
1988,"India","IND",5.40389816802833
1989,"India","IND",5.50658395908151
1990,"India","IND",5.6432859228814
1991,"India","IND",5.65574975270184
1992,"India","IND",5.68002271129844
1993,"India","IND",5.76361036444801
1994,"India","IND",5.8105047768313
1995,"India","IND",5.98102515493861
1996,"India","IND",6.12571031614948
1997,"India","IND",6.02555323241006
1998,"India","IND",6.06365020600901
1999,"India","IND",6.07445672341555
2000,"India","IND",5.99977613698024
2001,"India","IND",6.1856553575086
2002,"India","IND",6.20521608226982
2003,"India","IND",6.4377683965757
2004,"India","IND",6.6247288752896
2005,"India","IND",6.84052969910097
2006,"India","IND",7.18839599540267
2007,"India","IND",7.60425594086433
2008,"India","IND",8.01709506417062
2009,"India","IND",8.81413669921474
2010,"India","IND",9.18617574817488
2011,"India","IND",9.59838953195773
2012,"India","IND",9.78687939040362
2013,"India","IND",10.168491830997
2014,"India","IND",10.5644162279343
2015,"India","IND",11.0170941796125
2016,"India","IND",11.5533339620862
2017,"India","IND",11.9410844122107
2018,"India","IND",12.3005884377944
2019,"India","IND",12.4203945161218
2020,"India","IND",12.0130301232015
2021,"India","IND",12.3059251004006
2022,"India","IND",12.8895083229672
1900,"Italia","ITA",40.60928256536
1901,"Italia","ITA",37.8205545695075
1902,"Italia","ITA",38.8174976520653
1903,"Italia","ITA",38.0479542905611
1904,"Italia","ITA",39.9484818099476
1905,"Italia","ITA",38.7224146648757
1906,"Italia","ITA",36.5927727790812
1907,"Italia","ITA",37.3446919083017
1908,"Italia","ITA",42.2795244654906
1909,"Italia","ITA",39.0483145354489
1910,"Italia","ITA",39.733177664458
1911,"Italia","ITA",39.7498357903008
1912,"Italia","ITA",38.8410159485998
1913,"Italia","ITA",40.1366470020638
1914,"Italia","ITA",42.1596655263733
1915,"Italia","ITA",39.7417039173436
1916,"Italia","ITA",38.5626751804618
1917,"Italia","ITA",40.4848850586196
1918,"Italia","ITA",36.8244427214711
1919,"Italia","ITA",35.4170126481793
1920,"Italia","ITA",37.3192869347963
1921,"Italia","ITA",37.8299246662649
1922,"Italia","ITA",39.2418754308772
1923,"Italia","ITA",38.3696754597326
1924,"Italia","ITA",38.8614320008651
1925,"Italia","ITA",41.0770730474555
1926,"Italia","ITA",39.2864975260377
1927,"Italia","ITA",38.6216295950156
1928,"Italia","ITA",40.983073425679
1929,"Italia","ITA",40.8976388584992
1930,"Italia","ITA",43.3006803321601
1931,"Italia","ITA",45.6954659882537
1932,"Italia","ITA",54.9131626588664
1933,"Italia","ITA",56.0869045231607
1934,"Italia","ITA",51.5282412826834
1935,"Italia","ITA",48.2396223337465
1936,"Italia","ITA",42.3069149730932
1937,"Italia","ITA",43.1957260618728
1938,"Italia","ITA",47.3203191496795
1939,"Italia","ITA",46.9589971716022
1940,"Italia","ITA",42.4736324925095
1941,"Italia","ITA",36.6476263608862
1942,"Italia","ITA",31.3452825958379
1943,"Italia","ITA",24.4918800665436
1944,"Italia","ITA",18.6007361869592
1945,"Italia","ITA",17.1809504234746
1946,"Italia","ITA",25.6704915239958
1947,"Italia","ITA",31.4291665293622
1948,"Italia","ITA",32.6722150125399
1949,"Italia","ITA",36.5437758933925
1950,"Italia","ITA",36.6272965879265
1951,"Italia","ITA",36.9488372093023
1952,"Italia","ITA",38.743614692289
1953,"Italia","ITA",40.1371401548738
1954,"Italia","ITA",42.9505813953488
1955,"Italia","ITA",42.9073114565343
1956,"Italia","ITA",44.5191699718342
1957,"Italia","ITA",46.8688957830633
1958,"Italia","ITA",50.418977929895
1959,"Italia","ITA",50.340782122905
1960,"Italia","ITA",52.2235144265382
1961,"Italia","ITA",55.8899587345255
1962,"Italia","ITA",57.3461214165261
1963,"Italia","ITA",59.3215127600697
1964,"Italia","ITA",58.614931237721
1965,"Italia","ITA",56.6199158485273
1966,"Italia","ITA",56.1897998135736
1967,"Italia","ITA",58.99658523772
1968,"Italia","ITA",61.2595500400996
1969,"Italia","ITA",63.0212853895433
1970,"Italia","ITA",64.6631605309291
1971,"Italia","ITA",64.2903992785111
1972,"Italia","ITA",63.0951444085937
1973,"Italia","ITA",63.717013758364
1974,"Italia","ITA",66.9824241040858
1975,"Italia","ITA",65.9693327169055
1976,"Italia","ITA",67.0670411708182
1977,"Italia","ITA",66.4226277632942
1978,"Italia","ITA",65.6627740217169
1979,"Italia","ITA",67.6984206484357
1980,"Italia","ITA",70.781128634629
1981,"Italia","ITA",70.0059888208677
1982,"Italia","ITA",72.3142759328997
1983,"Italia","ITA",70.7772398700179
1984,"Italia","ITA",68.1755829903978
1985,"Italia","ITA",68.0404566514248
1986,"Italia","ITA",68.2599704579025
1987,"Italia","ITA",68.5977541030809
1988,"Italia","ITA",68.9931126788055
1989,"Italia","ITA",69.2512787027968
1990,"Italia","ITA",70.3125845005678
1991,"Italia","ITA",72.8674689345915
1992,"Italia","ITA",72.3963328512563
1993,"Italia","ITA",71.2428615624485
1994,"Italia","ITA",71.2965660491269
1995,"Italia","ITA",72.7745548672528
1996,"Italia","ITA",72.3318132464493
1997,"Italia","ITA",71.8091616390107
1998,"Italia","ITA",71.1578048970194
1999,"Italia","ITA",70.3082103246052
2000,"Italia","ITA",71.299840008417
2001,"Italia","ITA",73.0446545411075
2002,"Italia","ITA",73.0122291840452
2003,"Italia","ITA",71.9237515755858
2004,"Italia","ITA",71.0872263203372
2005,"Italia","ITA",70.2291695823489
2006,"Italia","ITA",70.7346072409162
2007,"Italia","ITA",71.3349515884191
2008,"Italia","ITA",71.4916077129896
2009,"Italia","ITA",70.2851677081249
2010,"Italia","ITA",70.56649941845
2011,"Italia","ITA",70.7619526925013
2012,"Italia","ITA",67.6032861054887
2013,"Italia","ITA",65.0649784715805
2014,"Italia","ITA",63.5432796531434
2015,"Italia","ITA",62.9727519917857
2016,"Italia","ITA",63.0368763557484
2017,"Italia","ITA",63.004522315757
2018,"Italia","ITA",62.1023402897481
2019,"Italia","ITA",61.4109638047599
2020,"Italia","ITA",58.1324616479076
2021,"Italia","ITA",59.2934317290417
2022,"Italia","ITA",60.6891749688857
1900,"Japón","JPN",26.4165698238542
1901,"Japón","JPN",24.6456707092815
1902,"Japón","JPN",23.1772710122304
1903,"Japón","JPN",24.6480914791595
1904,"Japón","JPN",25.1509346409595
1905,"Japón","JPN",23.1463017075795
1906,"Japón","JPN",23.3361817739174
1907,"Japón","JPN",23.6994126854773
1908,"Japón","JPN",26.2580646602418
1909,"Japón","JPN",23.8127485587514
1910,"Japón","JPN",24.0430439595045
1911,"Japón","JPN",24.6487475693228
1912,"Japón","JPN",24.2539290056075
1913,"Japón","JPN",24.0466204848749
1914,"Japón","JPN",25.9202674939239
1915,"Japón","JPN",27.4117890327776
1916,"Japón","JPN",27.6775442014602
1917,"Japón","JPN",30.1013651599757
1918,"Japón","JPN",28.3965349060946
1919,"Japón","JPN",30.8073980292562
1920,"Japón","JPN",29.2916737452312
1921,"Japón","JPN",33.5337692737111
1922,"Japón","JPN",32.4068166416467
1923,"Japón","JPN",29.2970697860968
1924,"Japón","JPN",29.8053629865248
1925,"Japón","JPN",30.6226347690146
1926,"Japón","JPN",28.834188667389
1927,"Japón","JPN",29.0216502424143
1928,"Japón","JPN",31.0374140987248
1929,"Japón","JPN",30.6593151292018
1930,"Japón","JPN",31.1745093191459
1931,"Japón","JPN",33.4389579353855
1932,"Japón","JPN",42.1130722443215
1933,"Japón","JPN",47.0513928314802
1934,"Japón","JPN",43.3327337215752
1935,"Japón","JPN",39.5141695606755
1936,"Japón","JPN",37.7132941231923
1937,"Japón","JPN",36.0769063820183
1938,"Japón","JPN",40.4406904710802
1939,"Japón","JPN",43.0005382079616
1940,"Japón","JPN",40.6693863017447
1941,"Japón","JPN",36.7895833432062
1942,"Japón","JPN",33.2117425253914
1943,"Japón","JPN",30.065947861388
1944,"Japón","JPN",28.3311801256724
1945,"Japón","JPN",22.3192744415047
1946,"Japón","JPN",18.6970906951002
1947,"Japón","JPN",18.9423963990161
1948,"Japón","JPN",19.3917808268133
1949,"Japón","JPN",20.193253742849
1950,"Japón","JPN",20.0918635170604
1951,"Japón","JPN",21.0170542635659
1952,"Japón","JPN",22.6465580150815
1953,"Japón","JPN",23.3138263285453
1954,"Japón","JPN",24.9273255813953
1955,"Japón","JPN",25.4289004029937
1956,"Japón","JPN",27.0104040926597
1957,"Japón","JPN",28.7199816155349
1958,"Japón","JPN",30.9394547385814
1959,"Japón","JPN",31.6480446927374
1960,"Japón","JPN",35.1885695298222
1961,"Japón","JPN",38.8170563961486
1962,"Japón","JPN",40.1243676222597
1963,"Japón","JPN",41.8981244234908
1964,"Japón","JPN",44.3762278978389
1965,"Japón","JPN",44.2215988779804
1966,"Japón","JPN",46.0295618979981
1967,"Japón","JPN",49.9080640924613
1968,"Japón","JPN",53.7123802287789
1969,"Japón","JPN",58.462492250465
1970,"Japón","JPN",64.6297687620002
1971,"Japón","JPN",65.6062966303189
1972,"Japón","JPN",67.3250964035571
1973,"Japón","JPN",68.5136455905571
1974,"Japón","JPN",67.5835045271247
1975,"Japón","JPN",69.6640468485129
1976,"Japón","JPN",68.7412225589474
1977,"Japón","JPN",68.6761187100461
1978,"Japón","JPN",68.4968927132418
1979,"Japón","JPN",70.0591004708004
1980,"Japón","JPN",72.2839485326399
1981,"Japón","JPN",72.9438381687517
1982,"Japón","JPN",76.8230058199247
1983,"Japón","JPN",75.6184097088666
1984,"Japón","JPN",73.4131437835142
1985,"Japón","JPN",73.9999394361506
1986,"Japón","JPN",73.8316100443132
1987,"Japón","JPN",74.5868125539879
1988,"Japón","JPN",76.3823439199175
1989,"Japón","JPN",77.813146153009
1990,"Japón","JPN",80.9826402033422
1991,"Japón","JPN",84.5696208946407
1992,"Japón","JPN",83.183581480158
1993,"Japón","JPN",81.8840100946245
1994,"Japón","JPN",80.2308928845729
1995,"Japón","JPN",80.9514378377347
1996,"Japón","JPN",81.1233022977281
1997,"Japón","JPN",79.1854709690515
1998,"Japón","JPN",75.588813235781
1999,"Japón","JPN",72.6727958935661
2000,"Japón","JPN",72.376034712081
2001,"Japón","JPN",72.466945884205
2002,"Japón","JPN",71.748558721432
2003,"Japón","JPN",71.2921486107863
2004,"Japón","JPN",70.7602273511412
2005,"Japón","JPN",70.2002281738483
2006,"Japón","JPN",69.9806121013113
2007,"Japón","JPN",70.5137181085135
2008,"Japón","JPN",70.6030840669703
2009,"Japón","JPN",69.3250305304588
2010,"Japón","JPN",71.0647335824499
2011,"Japón","JPN",70.4157020634122
2012,"Japón","JPN",70.603643290868
2013,"Japón","JPN",71.4743526728663
2014,"Japón","JPN",70.7204242799628
2015,"Japón","JPN",70.4131885683862
2016,"Japón","JPN",70.6686786758465
2017,"Japón","JPN",71.1283986042403
2018,"Japón","JPN",69.8906483338541
2019,"Japón","JPN",68.513886621559
2020,"Japón","JPN",68.2327470826723
2021,"Japón","JPN",66.2290907957817
2022,"Japón","JPN",65.9864867020845
1900,"Sri Lanka","LKA",25.5798667139645
1901,"Sri Lanka","LKA",21.6638690630281
1902,"Sri Lanka","LKA",21.5678353907797
1903,"Sri Lanka","LKA",21.8423441297666
1904,"Sri Lanka","LKA",22.3577605506699
1905,"Sri Lanka","LKA",20.6000614822484
1906,"Sri Lanka","LKA",19.0078011943913
1907,"Sri Lanka","LKA",19.7476640473124
1908,"Sri Lanka","LKA",21.6800934413293
1909,"Sri Lanka","LKA",18.7587041599987
1910,"Sri Lanka","LKA",19.985923265016
1911,"Sri Lanka","LKA",18.9915882109215
1912,"Sri Lanka","LKA",18.4833118475401
1913,"Sri Lanka","LKA",19.4598926923982
1914,"Sri Lanka","LKA",21.2062567927964
1915,"Sri Lanka","LKA",19.7617314097499
1916,"Sri Lanka","LKA",18.2933035483165
1917,"Sri Lanka","LKA",19.8688146393883
1918,"Sri Lanka","LKA",16.8555864635364
1919,"Sri Lanka","LKA",17.7898477473562
1920,"Sri Lanka","LKA",17.1477641999157
1921,"Sri Lanka","LKA",17.4472439444413
1922,"Sri Lanka","LKA",17.2931991779146
1923,"Sri Lanka","LKA",15.3460637019976
1924,"Sri Lanka","LKA",16.1593096062802
1925,"Sri Lanka","LKA",16.9689568134904
1926,"Sri Lanka","LKA",17.3252080436067
1927,"Sri Lanka","LKA",17.4291592918683
1928,"Sri Lanka","LKA",17.5005495727809
1929,"Sri Lanka","LKA",17.8179527037438
1930,"Sri Lanka","LKA",18.8499614661271
1931,"Sri Lanka","LKA",19.3133326940217
1932,"Sri Lanka","LKA",21.7051375220508
1933,"Sri Lanka","LKA",22.7752095682219
1934,"Sri Lanka","LKA",23.1680941548652
1935,"Sri Lanka","LKA",19.4921129215802
1936,"Sri Lanka","LKA",17.7232949551786
1937,"Sri Lanka","LKA",17.6005540912079
1938,"Sri Lanka","LKA",18.5538211803501
1939,"Sri Lanka","LKA",16.9181289848128
1940,"Sri Lanka","LKA",16.6096142753606
1941,"Sri Lanka","LKA",15.0220590438422
1942,"Sri Lanka","LKA",14.1830510608501
1943,"Sri Lanka","LKA",12.7537213167679
1944,"Sri Lanka","LKA",10.8180752206888
1945,"Sri Lanka","LKA",10.7965068185663
1946,"Sri Lanka","LKA",11.2936669674557
1947,"Sri Lanka","LKA",11.948393678348
1948,"Sri Lanka","LKA",12.5354343847447
1949,"Sri Lanka","LKA",13.460901259112
1950,"Sri Lanka","LKA",13.1036745406824
1951,"Sri Lanka","LKA",12.7813953488372
1952,"Sri Lanka","LKA",12.728046703965
1953,"Sri Lanka","LKA",12.2421233079151
1954,"Sri Lanka","LKA",12.5121124031008
1955,"Sri Lanka","LKA",12.2682786413356
1956,"Sri Lanka","LKA",12.0193136747715
1957,"Sri Lanka","LKA",11.8752154429507
1958,"Sri Lanka","LKA",12.2388764310162
1959,"Sri Lanka","LKA",11.4413407821229
1960,"Sri Lanka","LKA",11.4304701777704
1961,"Sri Lanka","LKA",11.2792297111417
1962,"Sri Lanka","LKA",10.8927065767285
1963,"Sri Lanka","LKA",10.5462744696116
1964,"Sri Lanka","LKA",10.3339882121807
1965,"Sri Lanka","LKA",9.90182328190743
1966,"Sri Lanka","LKA",9.08606684717475
1967,"Sri Lanka","LKA",9.54820068295246
1968,"Sri Lanka","LKA",9.67033894727956
1969,"Sri Lanka","LKA",9.62595577598677
1970,"Sri Lanka","LKA",9.97161699641038
1971,"Sri Lanka","LKA",9.5187341149463
1972,"Sri Lanka","LKA",9.15637050444637
1973,"Sri Lanka","LKA",8.93917750545072
1974,"Sri Lanka","LKA",9.19881305637982
1975,"Sri Lanka","LKA",9.37740792109724
1976,"Sri Lanka","LKA",9.10636410673368
1977,"Sri Lanka","LKA",9.22109924645548
1978,"Sri Lanka","LKA",9.19893464454005
1979,"Sri Lanka","LKA",9.39931216401215
1980,"Sri Lanka","LKA",9.85106885954544
1981,"Sri Lanka","LKA",10.144397125366
1982,"Sri Lanka","LKA",10.7874015748031
1983,"Sri Lanka","LKA",10.8362623516148
1984,"Sri Lanka","LKA",10.5592966704078
1985,"Sri Lanka","LKA",10.5502225721467
1986,"Sri Lanka","LKA",10.6558345642541
1987,"Sri Lanka","LKA",10.3368845378635
1988,"Sri Lanka","LKA",10.1302177731924
1989,"Sri Lanka","LKA",10.003808901948
1990,"Sri Lanka","LKA",10.4483262127521
1991,"Sri Lanka","LKA",11.5593099980808
1992,"Sri Lanka","LKA",10.7973734900045
1993,"Sri Lanka","LKA",11.2469554423644
1994,"Sri Lanka","LKA",11.5978743126197
1995,"Sri Lanka","LKA",11.937598468502
1996,"Sri Lanka","LKA",12.8368118902081
1997,"Sri Lanka","LKA",13.4903405135704
1998,"Sri Lanka","LKA",12.6303057172376
1999,"Sri Lanka","LKA",12.3127557685214
2000,"Sri Lanka","LKA",12.7294474282828
2001,"Sri Lanka","LKA",12.2519828501666
2002,"Sri Lanka","LKA",12.3660400745474
2003,"Sri Lanka","LKA",12.6459356007183
2004,"Sri Lanka","LKA",12.768858522631
2005,"Sri Lanka","LKA",13.0726601993209
2006,"Sri Lanka","LKA",13.6741043385415
