"anio","pais","iso3","pbi_per_capita_ppa_porcentaje_argentina"
1980,"México","MEX",75.9097859327217
1981,"México","MEX",86.9113402061856
1982,"México","MEX",88.6580086580087
1983,"México","MEX",82.0042462845011
1984,"México","MEX",82.596941792684
1985,"México","MEX",89.8118402937127
1986,"México","MEX",80.6165870603561
1987,"México","MEX",79.5667497636035
1988,"México","MEX",81.7591604411242
1989,"México","MEX",90.3685172712403
1990,"México","MEX",94.5874780573435
1991,"México","MEX",89.1711016018082
1992,"México","MEX",83.656482877334
1993,"México","MEX",80.1268166994415
1994,"México","MEX",78.9971887943163
1995,"México","MEX",75.996675956576
1996,"México","MEX",75.7296926850044
1997,"México","MEX",74.9209295117498
1998,"México","MEX",75.7994778802673
1999,"México","MEX",81.5910255115093
2000,"México","MEX",87.7823531101691
2001,"México","MEX",92.0413321931841
2002,"México","MEX",104.553460844926
2003,"México","MEX",97.7491085413619
2004,"México","MEX",93.6853203183359
2005,"México","MEX",88.9967499560693
2006,"México","MEX",86.6412853323451
2007,"México","MEX",82.0745271708914
2008,"México","MEX",79.9559764059495
2009,"México","MEX",80.9452858778987
2010,"México","MEX",77.4357457096717
2011,"México","MEX",76.0385942108684
2012,"México","MEX",79.7948874942599
2013,"México","MEX",78.9010214864389
2014,"México","MEX",82.656518792681
2015,"México","MEX",82.5351246026049
2016,"México","MEX",85.4728476821192
2017,"México","MEX",84.9368258860165
2018,"México","MEX",88.8862820329681
2019,"México","MEX",90.4497017463955
2020,"México","MEX",91.7402157265457
2021,"México","MEX",87.7629918095513
2022,"México","MEX",86.9742417231654
1900,"Países Bajos","NLD",115.775692777657
1901,"Países Bajos","NLD",119.429318231322
1902,"Países Bajos","NLD",129.993073193258
1903,"Países Bajos","NLD",116.250786328371
1904,"Países Bajos","NLD",108.9461266221
1905,"Países Bajos","NLD",103.426510369702
1906,"Países Bajos","NLD",102.888730385164
1907,"Países Bajos","NLD",101.414581066376
1908,"Países Bajos","NLD",96.551724137931
1909,"Países Bajos","NLD",99.2537313432836
1910,"Países Bajos","NLD",98.9822718319107
1911,"Países Bajos","NLD",103.13180371797
1912,"Países Bajos","NLD",100.353527237667
1913,"Países Bajos","NLD",106.6424322538
1914,"Países Bajos","NLD",117.157514725442
1915,"Países Bajos","NLD",121.021079094953
1916,"Países Bajos","NLD",127.988634057236
1917,"Países Bajos","NLD",129.997751293007
1918,"Países Bajos","NLD",103.206490245316
1919,"Países Bajos","NLD",124.644280022766
1920,"Países Bajos","NLD",121.513728323699
1921,"Países Bajos","NLD",127.652268208928
1922,"Países Bajos","NLD",126.483781918565
1923,"Países Bajos","NLD",118.911958796073
1924,"Países Bajos","NLD",120.714727722772
1925,"Países Bajos","NLD",128.365615495438
1926,"Países Bajos","NLD",134.165881244109
1927,"Países Bajos","NLD",132.422641509434
1928,"Países Bajos","NLD",133.304093567251
1929,"Países Bajos","NLD",130.268639563281
1930,"Países Bajos","NLD",137.336613870521
1931,"Países Bajos","NLD",139.682271421328
1932,"Países Bajos","NLD",142.964018525116
1933,"Países Bajos","NLD",136.867636867637
1934,"Países Bajos","NLD",124.96328928047
1935,"Países Bajos","NLD",124.793519695044
1936,"Países Bajos","NLD",132.665169980757
1937,"Países Bajos","NLD",131.71102661597
1938,"Países Bajos","NLD",128.916961947312
1939,"Países Bajos","NLD",133.65093768905
1940,"Países Bajos","NLD",116.1013116237
1941,"Países Bajos","NLD",105.261623670019
1942,"Países Bajos","NLD",95.8559086249817
1943,"Países Bajos","NLD",95.1995199519952
1944,"Países Bajos","NLD",57.8435402109878
1945,"Países Bajos","NLD",61.6592251188247
1946,"Países Bajos","NLD",95.5352339967725
1947,"Países Bajos","NLD",99.1863905325444
1948,"Países Bajos","NLD",104.526994744386
1949,"Países Bajos","NLD",116.507147296457
1950,"Países Bajos","NLD",120.241539816329
1951,"Países Bajos","NLD",118.909225822409
1952,"Países Bajos","NLD",128.979917542226
1953,"Países Bajos","NLD",134.238640751706
1954,"Países Bajos","NLD",138.69992441421
1955,"Países Bajos","NLD",139.889793962626
1956,"Países Bajos","NLD",141.892212725546
1957,"Países Bajos","NLD",139.425617461229
1958,"Países Bajos","NLD",131.300231201145
1959,"Países Bajos","NLD",147.629877902801
1960,"Países Bajos","NLD",149.068953842681
1961,"Países Bajos","NLD",139.918664383562
1962,"Países Bajos","NLD",152.171510664162
1963,"Países Bajos","NLD",161.909143185739
1964,"Países Bajos","NLD",159.242007198814
1965,"Países Bajos","NLD",153.796159527326
1966,"Países Bajos","NLD",157.185391028186
1967,"Países Bajos","NLD",161.598039215686
1968,"Países Bajos","NLD",165.617548879351
1969,"Países Bajos","NLD",162.877774806098
1970,"Países Bajos","NLD",163.888650227683
1971,"Países Bajos","NLD",163.592435224527
1972,"Países Bajos","NLD",164.987674609696
1973,"Países Bajos","NLD",164.297533685289
1974,"Países Bajos","NLD",161.954230653418
1975,"Países Bajos","NLD",164.668623513054
1976,"Países Bajos","NLD",174.322621298047
1977,"Países Bajos","NLD",170.731338773043
1978,"Países Bajos","NLD",184.763741562199
1979,"Países Bajos","NLD",178.031111788928
1980,"Países Bajos","NLD",179.189602446483
1981,"Países Bajos","NLD",190.952577319588
1982,"Países Bajos","NLD",197.229437229437
1983,"Países Bajos","NLD",196.059447983015
1984,"Países Bajos","NLD",200.642054574639
1985,"Países Bajos","NLD",223.597980725103
1986,"Países Bajos","NLD",216.178897090751
1987,"Países Bajos","NLD",215.636551190579
1988,"Países Bajos","NLD",227.445748843828
1989,"Países Bajos","NLD",256.056961416338
1990,"Países Bajos","NLD",268.334308562512
1991,"Países Bajos","NLD",250.595329538541
1992,"Países Bajos","NLD",232.783380349129
1993,"Países Bajos","NLD",223.411885047555
1994,"Países Bajos","NLD",219.045942442927
1995,"Países Bajos","NLD",234.451026725518
1996,"Países Bajos","NLD",231.944681618058
1997,"Países Bajos","NLD",225.500447492282
1998,"Países Bajos","NLD",228.425170146017
1999,"Países Bajos","NLD",249.75645152294
2000,"Países Bajos","NLD",263.762971781574
2001,"Países Bajos","NLD",283.008166966687
2002,"Países Bajos","NLD",319.585363108114
2003,"Países Bajos","NLD",296.47221489478
2004,"Países Bajos","NLD",279.783869514801
2005,"Países Bajos","NLD",265.113874717428
2006,"Países Bajos","NLD",256.429931321521
2007,"Países Bajos","NLD",245.969656401025
2008,"Países Bajos","NLD",242.116496401494
2009,"Países Bajos","NLD",249.169411756789
2010,"Países Bajos","NLD",230.834395787792
2011,"Países Bajos","NLD",222.921561765735
2012,"Países Bajos","NLD",224.281851114853
2013,"Países Bajos","NLD",220.117747697882
2014,"Países Bajos","NLD",230.438409007976
2015,"Países Bajos","NLD",230.073838580658
2016,"Países Bajos","NLD",241.58940397351
2017,"Países Bajos","NLD",242.961218132354
2018,"Países Bajos","NLD",255.837084090033
2019,"Países Bajos","NLD",267.250793229308
2020,"Países Bajos","NLD",285.871549979309
2021,"Países Bajos","NLD",275.852624837942
2022,"Países Bajos","NLD",275.124089861751
1900,"Noruega","NOR",70.8924285402575
1901,"Noruega","NOR",71.2480940971466
1902,"Noruega","NOR",75.4560147771877
1903,"Noruega","NOR",68.9872090585028
1904,"Noruega","NOR",64.6480534801416
1905,"Noruega","NOR",59.9098286744815
1906,"Noruega","NOR",62.339514978602
1907,"Noruega","NOR",64.145810663765
1908,"Noruega","NOR",61.9660319094184
1909,"Noruega","NOR",61.7706919945726
1910,"Noruega","NOR",62.8036769533815
1911,"Noruega","NOR",66.1028303466756
1912,"Noruega","NOR",65.0811505704644
1913,"Noruega","NOR",72.951090548579
1914,"Noruega","NOR",82.3864715941478
1915,"Noruega","NOR",85.2252949139431
1916,"Noruega","NOR",97.4832555307489
1917,"Noruega","NOR",96.3795817404992
1918,"Noruega","NOR",77.7090979331659
1919,"Noruega","NOR",87.3648264086511
1920,"Noruega","NOR",85.603323699422
1921,"Noruega","NOR",76.3058015543105
1922,"Noruega","NOR",78.8474810213941
1923,"Noruega","NOR",78.3840334781909
1924,"Noruega","NOR",74.0563118811881
1925,"Noruega","NOR",75.7643668961101
1926,"Noruega","NOR",74.6151429469054
1927,"Noruega","NOR",75.3509433962264
1928,"Noruega","NOR",76.6228070175439
1929,"Noruega","NOR",80.1752621749749
1930,"Noruega","NOR",88.8974319544825
1931,"Noruega","NOR",89.5217170863613
1932,"Noruega","NOR",98.4324902030638
1933,"Noruega","NOR",97.5918225918226
1934,"Noruega","NOR",94.6157611355849
1935,"Noruega","NOR",96.2039390088945
1936,"Noruega","NOR",103.14304041052
1937,"Noruega","NOR",101.657794676806
1938,"Noruega","NOR",104.668001848714
1939,"Noruega","NOR",107.062915910466
1940,"Noruega","NOR",97.0450776420926
1941,"Noruega","NOR",95.5254336102609
1942,"Noruega","NOR",91.6825303851223
1943,"Noruega","NOR",91.3441344134413
1944,"Noruega","NOR",78.3531990683655
1945,"Noruega","NOR",91.3726055019444
1946,"Noruega","NOR",92.926304464766
1947,"Noruega","NOR",95.5744575936884
1948,"Noruega","NOR",97.9335881509795
1949,"Noruega","NOR",103.567433188316
1950,"Noruega","NOR",108.881620329601
1951,"Noruega","NOR",111.773435567648
1952,"Noruega","NOR",123.247772310148
1953,"Noruega","NOR",122.795726605741
1954,"Noruega","NOR",125.006298815823
1955,"Noruega","NOR",120.316243411596
1956,"Noruega","NOR",124.406457739791
1957,"Noruega","NOR",122.88340034463
1958,"Noruega","NOR",116.734559066388
1959,"Noruega","NOR",131.158726358631
1960,"Noruega","NOR",129.59033969078
1961,"Noruega","NOR",129.559075342466
1962,"Noruega","NOR",136.446016134379
1963,"Noruega","NOR",146.325474410581
1964,"Noruega","NOR",140.334533135719
1965,"Noruega","NOR",136.405711472181
1966,"Noruega","NOR",141.504565303692
1967,"Noruega","NOR",147.254901960784
1968,"Noruega","NOR",145.197901764425
1969,"Noruega","NOR",140.670410983329
1970,"Noruega","NOR",137.322794054472
1971,"Noruega","NOR",139.065233691577
1972,"Noruega","NOR",143.048479868529
1973,"Noruega","NOR",142.226774879836
1974,"Noruega","NOR",140.703101475459
1975,"Noruega","NOR",151.089139502549
1976,"Noruega","NOR",162.334593572779
1977,"Noruega","NOR",161.672710788758
1978,"Noruega","NOR",177.282224365156
1979,"Noruega","NOR",175.163946926948
1980,"Noruega","NOR",183.723241590214
1981,"Noruega","NOR",199.414432989691
1982,"Noruega","NOR",209.012987012987
1983,"Noruega","NOR",211.668789808917
1984,"Noruega","NOR",222.36208498775
1985,"Noruega","NOR",253.400642496558
1986,"Noruega","NOR",247.537993920973
1987,"Noruega","NOR",248.886787587037
1988,"Noruega","NOR",256.012095339737
1989,"Noruega","NOR",278.475897238526
1990,"Noruega","NOR",287.048956504779
1991,"Noruega","NOR",277.331768981698
1992,"Noruega","NOR",269.348498408123
1993,"Noruega","NOR",269.359247030715
1994,"Noruega","NOR",276.264014825337
1995,"Noruega","NOR",306.004025299945
1996,"Noruega","NOR",314.49092341321
1997,"Noruega","NOR",316.22358794541
1998,"Noruega","NOR",322.381552138663
1999,"Noruega","NOR",350.732412875306
2000,"Noruega","NOR",376.088635855463
2001,"Noruega","NOR",414.43345943676
2002,"Noruega","NOR",486.4945790785
2003,"Noruega","NOR",464.926899700394
2004,"Noruega","NOR",457.047983095801
2005,"Noruega","NOR",443.872901904221
2006,"Noruega","NOR",432.434693872959
2007,"Noruega","NOR",418.511320452151
2008,"Noruega","NOR",413.179303629801
2009,"Noruega","NOR",442.182128770446
2010,"Noruega","NOR",413.467753532193
2011,"Noruega","NOR",403.054541818727
2012,"Noruega","NOR",417.159038726466
2013,"Noruega","NOR",410.521813515825
2014,"Noruega","NOR",428.587812125319
2015,"Noruega","NOR",424.125730694288
2016,"Noruega","NOR",438.749668874172
2017,"Noruega","NOR",437.772744858187
2018,"Noruega","NOR",455.800765122732
2019,"Noruega","NOR",472.115350586885
2020,"Noruega","NOR",519.772689875091
2021,"Noruega","NOR",489.852027340383
2022,"Noruega","NOR",481.494643027741
1900,"Nueva Zelanda","NZL",149.487235435304
1901,"Nueva Zelanda","NZL",146.612938357656
1902,"Nueva Zelanda","NZL",163.334102978527
1903,"Nueva Zelanda","NZL",157.999580624869
1904,"Nueva Zelanda","NZL",143.236335037357
1905,"Nueva Zelanda","NZL",139.422903516682
1906,"Nueva Zelanda","NZL",146.611982881598
1907,"Nueva Zelanda","NZL",154.370692782009
1908,"Nueva Zelanda","NZL",132.218219248585
1909,"Nueva Zelanda","NZL",128.951831750339
1910,"Nueva Zelanda","NZL",139.100459619173
1911,"Nueva Zelanda","NZL",146.658851113716
1912,"Nueva Zelanda","NZL",133.424393379399
1913,"Nueva Zelanda","NZL",135.690680766689
1914,"Nueva Zelanda","NZL",157.153714611438
1915,"Nueva Zelanda","NZL",159.485592728679
1916,"Nueva Zelanda","NZL",165.638319464177
1917,"Nueva Zelanda","NZL",179.514279289409
1918,"Nueva Zelanda","NZL",151.207262893568
1919,"Nueva Zelanda","NZL",159.760956175299
1920,"Nueva Zelanda","NZL",162.42774566474
1921,"Nueva Zelanda","NZL",147.731791071751
1922,"Nueva Zelanda","NZL",133.126293995859
1923,"Nueva Zelanda","NZL",131.965234186383
1924,"Nueva Zelanda","NZL",126.825495049505
1925,"Nueva Zelanda","NZL",135.024811909717
1926,"Nueva Zelanda","NZL",122.808671065033
1927,"Nueva Zelanda","NZL",112.679245283019
1928,"Nueva Zelanda","NZL",119.809941520468
1929,"Nueva Zelanda","NZL",120.49992817124
1930,"Nueva Zelanda","NZL",121.574657850223
1931,"Nueva Zelanda","NZL",120.550954875782
1932,"Nueva Zelanda","NZL",122.853580334877
1933,"Nueva Zelanda","NZL",126.368676368676
1934,"Nueva Zelanda","NZL",124.000652635014
1935,"Nueva Zelanda","NZL",125.555908513342
1936,"Nueva Zelanda","NZL",149.278383579217
1937,"Nueva Zelanda","NZL",147.923954372624
1938,"Nueva Zelanda","NZL",158.681250962872
1939,"Nueva Zelanda","NZL",155.732002419843
1940,"Nueva Zelanda","NZL",151.394542439319
1941,"Nueva Zelanda","NZL",142.399067191372
1942,"Nueva Zelanda","NZL",157.84155806121
1943,"Nueva Zelanda","NZL",165.661566156616
1944,"Nueva Zelanda","NZL",149.979449239622
1945,"Nueva Zelanda","NZL",159.052282874838
1946,"Nueva Zelanda","NZL",153.509951586875
1947,"Nueva Zelanda","NZL",154.166666666667
1948,"Nueva Zelanda","NZL",131.927854753942
1949,"Nueva Zelanda","NZL",149.011808576756
1950,"Nueva Zelanda","NZL",169.568499182287
1951,"Nueva Zelanda","NZL",150.865693791739
1952,"Nueva Zelanda","NZL",165.274637584785
1953,"Nueva Zelanda","NZL",161.179044922126
1954,"Nueva Zelanda","NZL",175.560594608214
1955,"Nueva Zelanda","NZL",166.602779108769
1956,"Nueva Zelanda","NZL",170.299145299145
1957,"Nueva Zelanda","NZL",165.628948879954
1958,"Nueva Zelanda","NZL",161.191236375647
1959,"Nueva Zelanda","NZL",183.744314101029
1960,"Nueva Zelanda","NZL",170.262950005643
1961,"Nueva Zelanda","NZL",166.235017123288
1962,"Nueva Zelanda","NZL",171.411205658084
1963,"Nueva Zelanda","NZL",185.738930419781
1964,"Nueva Zelanda","NZL",175.799280118569
1965,"Nueva Zelanda","NZL",170.763170851797
1966,"Nueva Zelanda","NZL",179.743946010322
1967,"Nueva Zelanda","NZL",166.93137254902
1968,"Nueva Zelanda","NZL",160.314735336195
1969,"Nueva Zelanda","NZL",163.573147900508
1970,"Nueva Zelanda","NZL",153.234813987456
1971,"Nueva Zelanda","NZL",153.728234608015
1972,"Nueva Zelanda","NZL",155.209531635168
1973,"Nueva Zelanda","NZL",156.047592782287
1974,"Nueva Zelanda","NZL",154.539295392954
1975,"Nueva Zelanda","NZL",153.769504093929
1976,"Nueva Zelanda","NZL",158.798046628859
1977,"Nueva Zelanda","NZL",144.378966455122
1978,"Nueva Zelanda","NZL",154.146576663452
1979,"Nueva Zelanda","NZL",149.306085099893
1980,"Nueva Zelanda","NZL",150.466360856269
1981,"Nueva Zelanda","NZL",169.377319587629
1982,"Nueva Zelanda","NZL",179.350649350649
1983,"Nueva Zelanda","NZL",178.471337579618
1984,"Nueva Zelanda","NZL",184.024668412605
1985,"Nueva Zelanda","NZL",199.908214777421
1986,"Nueva Zelanda","NZL",192.132001736865
1987,"Nueva Zelanda","NZL",190.337832029571
1988,"Nueva Zelanda","NZL",195.855567413732
1989,"Nueva Zelanda","NZL",212.710478206485
1990,"Nueva Zelanda","NZL",212.765749951239
1991,"Nueva Zelanda","NZL",188.220985020669
1992,"Nueva Zelanda","NZL",171.94846021096
1993,"Nueva Zelanda","NZL",169.397566499379
1994,"Nueva Zelanda","NZL",170.040622281795
1995,"Nueva Zelanda","NZL",181.505709294446
1996,"Nueva Zelanda","NZL",177.33026460937
1997,"Nueva Zelanda","NZL",168.46244726258
1998,"Nueva Zelanda","NZL",163.71317909076
1999,"Nueva Zelanda","NZL",177.447457876159
2000,"Nueva Zelanda","NZL",186.673563598782
2001,"Nueva Zelanda","NZL",198.999094409189
2002,"Nueva Zelanda","NZL",232.049467414953
2003,"Nueva Zelanda","NZL",220.622252539816
2004,"Nueva Zelanda","NZL",210.154848251333
2005,"Nueva Zelanda","NZL",197.275399713235
2006,"Nueva Zelanda","NZL",186.766201210365
2007,"Nueva Zelanda","NZL",177.646665256988
2008,"Nueva Zelanda","NZL",169.784648748219
2009,"Nueva Zelanda","NZL",180.236133263848
2010,"Nueva Zelanda","NZL",166.417824733877
2011,"Nueva Zelanda","NZL",160.260960855872
2012,"Nueva Zelanda","NZL",166.712587376907
2013,"Nueva Zelanda","NZL",165.999094248478
2014,"Nueva Zelanda","NZL",173.794505551791
2015,"Nueva Zelanda","NZL",172.782278740642
2016,"Nueva Zelanda","NZL",181.695364238411
2017,"Nueva Zelanda","NZL",181.636991151018
2018,"Nueva Zelanda","NZL",190.425774719124
2019,"Nueva Zelanda","NZL",198.894207183439
2020,"Nueva Zelanda","NZL",215.35933577689
2021,"Nueva Zelanda","NZL",207.332137978528
2022,"Nueva Zelanda","NZL",204.259919415135
1900,"Perú","PER",23.6526292821296
1901,"Perú","PER",25.0272271836201
1902,"Perú","PER",27.8688524590164
1903,"Perú","PER",26.6722583350807
1904,"Perú","PER",25.5406999606764
1905,"Perú","PER",24.8331830477908
1906,"Perú","PER",26.1768901569187
1907,"Perú","PER",27.9289082335872
1908,"Perú","PER",26.574026419626
1909,"Perú","PER",26.3907734056988
1910,"Perú","PER",25.6730137885752
1911,"Perú","PER",26.394238820968
1912,"Perú","PER",25.9199742889282
1913,"Perú","PER",27.1810971579643
1914,"Perú","PER",30.6859205776173
1915,"Perú","PER",33.5138271127442
1916,"Perú","PER",38.3397605033489
1917,"Perú","PER",43.489993253879
1918,"Perú","PER",37.1064322966969
1919,"Perú","PER",37.2035666856384
1920,"Perú","PER",35.2962427745665
1921,"Perú","PER",36.2190493403217
1922,"Perú","PER",36.9910282953761
1923,"Perú","PER",36.2948656043779
1924,"Perú","PER",37.5773514851485
1925,"Perú","PER",39.2988634544581
1926,"Perú","PER",41.8158969525605
1927,"Perú","PER",40.2716981132075
1928,"Perú","PER",40.8771929824561
1929,"Perú","PER",43.6862519752909
1930,"Perú","PER",40.7658003998155
1931,"Perú","PER",40.5103937806321
1932,"Perú","PER",40.3990024937656
1933,"Perú","PER",43.018018018018
1934,"Perú","PER",45.2602382117801
1935,"Perú","PER",47.4269377382465
1936,"Perú","PER",49.3585631815266
1937,"Perú","PER",46.6920152091255
1938,"Perú","PER",47.2654444615622
1939,"Perú","PER",45.9316394434362
1940,"Perú","PER",45.9219056233982
1941,"Perú","PER",43.6816790555313
1942,"Perú","PER",42.173085371211
1943,"Perú","PER",43.1443144314431
1944,"Perú","PER",42.0605562405809
1945,"Perú","PER",45.0957799222238
1946,"Perú","PER",42.9800968262507
1947,"Perú","PER",39.8298816568047
1948,"Perú","PER",39.2021022455805
1949,"Perú","PER",43.1323803604723
1950,"Perú","PER",46.28255126431
1951,"Perú","PER",47.8233984664853
1952,"Perú","PER",52.7197765660327
1953,"Perú","PER",52.9154331316772
1954,"Perú","PER",51.8644494834971
1955,"Perú","PER",51.6171538092956
1956,"Perú","PER",52.0536562203229
1957,"Perú","PER",51.4531878230902
1958,"Perú","PER",48.1338764725311
1959,"Perú","PER",51.1730907349773
1960,"Perú","PER",53.4138359101682
1961,"Perú","PER",53.5958904109589
1962,"Perú","PER",57.7964415957564
1963,"Perú","PER",61.1155836687752
1964,"Perú","PER",58.4691933093373
1965,"Perú","PER",56.4155588380108
1966,"Perú","PER",59.9245732433505
1967,"Perú","PER",59.8725490196078
1968,"Perú","PER",56.0228898426323
1969,"Perú","PER",52.2332174378176
1970,"Perú","PER",52.7794484062205
1971,"Perú","PER",52.0036657502291
1972,"Perú","PER",51.4708299096138
1973,"Perú","PER",50.5318729808526
1974,"Perú","PER",49.4278831677206
1975,"Perú","PER",53.2674185076472
1976,"Perú","PER",53.6231884057971
1977,"Perú","PER",50.0604412209127
1978,"Perú","PER",51.8643522982964
1979,"Perú","PER",50.8159219155101
1980,"Perú","PER",51.9495412844037
1981,"Perú","PER",57.080412371134
1982,"Perú","PER",58.6147186147186
1983,"Perú","PER",48.6539278131635
1984,"Perú","PER",49.4973388527499
1985,"Perú","PER",53.6392840752639
1986,"Perú","PER",54.6244029526704
1987,"Perú","PER",57.4400412619273
1988,"Perú","PER",53.3884738527215
1989,"Perú","PER",49.6488020783219
1990,"Perú","PER",46.7622391261947
1991,"Perú","PER",42.8743618199327
1992,"Perú","PER",38.3015491369768
1993,"Perú","PER",37.573283089148
1994,"Perú","PER",39.5053623665357
1995,"Perú","PER",43.3135951733687
1996,"Perú","PER",41.8497639174006
1997,"Perú","PER",40.9424804662041
1998,"Perú","PER",39.0277166154466
1999,"Perú","PER",40.7824374692708
2000,"Perú","PER",42.0228860073045
2001,"Perú","PER",44.0245634519829
2002,"Perú","PER",51.8771089878015
2003,"Perú","PER",49.4503475050569
2004,"Perú","PER",47.4575043541277
2005,"Perú","PER",46.2138991074766
2006,"Perú","PER",45.8500911946996
2007,"Perú","PER",45.4861989102456
2008,"Perú","PER",47.5835501510328
2009,"Perú","PER",50.9898376788376
2010,"Perú","PER",50.0937001356364
2011,"Perú","PER",50.2124681297805
2012,"Perú","PER",53.7425378845859
2013,"Perú","PER",55.5225683087606
2014,"Perú","PER",58.3120471250586
2015,"Perú","PER",58.6862885857861
2016,"Perú","PER",62.3894039735099
2017,"Perú","PER",62.24979767281
2018,"Perú","PER",66.3388151260713
2019,"Perú","PER",67.7930035907666
2020,"Perú","PER",67.001131096539
2021,"Perú","PER",68.5937304727235
2022,"Perú","PER",67.1078145848202
1900,"Portugal","PRT",45.2760200741872
1901,"Portugal","PRT",44.0644739708125
1902,"Portugal","PRT",46.5943200184715
1903,"Portugal","PRT",42.5456070455022
1904,"Portugal","PRT",40.0904443570586
1905,"Portugal","PRT",35.4373309287647
1906,"Portugal","PRT",34.9857346647646
1907,"Portugal","PRT",36.1080885019949
1908,"Portugal","PRT",33.3333333333333
1909,"Portugal","PRT",32.6662143826323
1910,"Portugal","PRT",32.1240971766251
1911,"Portugal","PRT",33.1602746608608
1912,"Portugal","PRT",32.2031174674594
1913,"Portugal","PRT",32.9147389292796
1914,"Portugal","PRT",38.0961428842865
1915,"Portugal","PRT",37.8456778186038
1916,"Portugal","PRT",39.9228739598133
1917,"Portugal","PRT",43.4450191140094
1918,"Portugal","PRT",35.4066061425536
1919,"Portugal","PRT",35.4771390627964
1920,"Portugal","PRT",35.3865606936416
1921,"Portugal","PRT",37.158864991867
1922,"Portugal","PRT",39.32022084196
1923,"Portugal","PRT",37.791727023982
1924,"Portugal","PRT",34.5451732673267
1925,"Portugal","PRT",36.8977109012326
1926,"Portugal","PRT",35.5325164938737
1927,"Portugal","PRT",39.6528301886792
1928,"Portugal","PRT",34.2543859649123
1929,"Portugal","PRT",36.8625197529091
1930,"Portugal","PRT",38.5053052437337
1931,"Portugal","PRT",43.9411864120331
1932,"Portugal","PRT",46.6512290701817
1933,"Portugal","PRT",47.8343728343728
1934,"Portugal","PRT",46.4023494860499
1935,"Portugal","PRT",42.2490470139771
1936,"Portugal","PRT",38.9352148813342
1937,"Portugal","PRT",42.6007604562738
1938,"Portugal","PRT",42.905561546757
1939,"Portugal","PRT",42.1657592256503
1940,"Portugal","PRT",38.8059701492537
1941,"Portugal","PRT",40.5917504736919
1942,"Portugal","PRT",39.8740664811832
1943,"Portugal","PRT",43.1893189318932
1944,"Portugal","PRT",41.3344293738868
1945,"Portugal","PRT",41.4230159873254
1946,"Portugal","PRT",41.3259817105971
1947,"Portugal","PRT",40.6928007889546
1948,"Portugal","PRT",38.9512661251792
1949,"Portugal","PRT",40.758234928527
1950,"Portugal","PRT",41.8291609007422
1951,"Portugal","PRT",42.7405392035617
1952,"Portugal","PRT",45.8172629339008
1953,"Portugal","PRT",47.1489252156005
1954,"Portugal","PRT",48.0473670949861
1955,"Portugal","PRT",47.2568279827504
1956,"Portugal","PRT",48.5161443494777
1957,"Portugal","PRT",48.6846639862148
1958,"Portugal","PRT",46.8897941208852
1959,"Portugal","PRT",53.3157768733541
1960,"Portugal","PRT",53.1768423428507
1961,"Portugal","PRT",53.2106164383562
1962,"Portugal","PRT",58.6584152945077
1963,"Portugal","PRT",64.2323174238068
1964,"Portugal","PRT",62.7355494389159
1965,"Portugal","PRT",62.658788774003
1966,"Portugal","PRT",65.8693926161175
1967,"Portugal","PRT",70.0294117647059
1968,"Portugal","PRT",74.0772532188841
1969,"Portugal","PRT",70.8656503521441
1970,"Portugal","PRT",74.9548930320474
1971,"Portugal","PRT",77.9638423727401
1972,"Portugal","PRT",83.2374691865242
1973,"Portugal","PRT",88.7085336064928
1974,"Portugal","PRT",84.5679012345679
1975,"Portugal","PRT",80.2410010814151
1976,"Portugal","PRT",85.5466288594833
1977,"Portugal","PRT",86.2949531580538
1978,"Portugal","PRT",94.0212150433944
1979,"Portugal","PRT",93.9911544913833
1980,"Portugal","PRT",98.0275229357798
1981,"Portugal","PRT",106.672164948454
1982,"Portugal","PRT",114.268398268398
1983,"Portugal","PRT",111.745222929936
1984,"Portugal","PRT",108.929627439385
1985,"Portugal","PRT",121.523634694814
1986,"Portugal","PRT",119.617889709075
1987,"Portugal","PRT",125.857474426201
1988,"Portugal","PRT",139.887940234792
1989,"Portugal","PRT",159.078225728856
1990,"Portugal","PRT",168.285547103569
1991,"Portugal","PRT",159.923671338043
1992,"Portugal","PRT",151.61328264517
1993,"Portugal","PRT",143.267791155441
1994,"Portugal","PRT",138.667012541602
1995,"Portugal","PRT",147.195297771775
1996,"Portugal","PRT",145.380835147654
1997,"Portugal","PRT",141.34808844899
1998,"Portugal","PRT",143.435914342949
1999,"Portugal","PRT",154.960773281395
2000,"Portugal","PRT",162.656644747131
2001,"Portugal","PRT",173.977474379268
2002,"Portugal","PRT",197.576754524412
2003,"Portugal","PRT",180.902328351799
2004,"Portugal","PRT",170.220569273921
2005,"Portugal","PRT",158.874480105308
2006,"Portugal","PRT",150.444676233591
2007,"Portugal","PRT",142.394850077751
2008,"Portugal","PRT",138.177431213053
2009,"Portugal","PRT",143.704147758859
2010,"Portugal","PRT",134.157925359559
2011,"Portugal","PRT",125.646153077038
2012,"Portugal","PRT",123.567528955559
2013,"Portugal","PRT",121.14929804257
2014,"Portugal","PRT",127.315852577803
2015,"Portugal","PRT",127.756127576659
2016,"Portugal","PRT",134.283443708609
2017,"Portugal","PRT",136.966401802163
2018,"Portugal","PRT",145.694341566204
2019,"Portugal","PRT",154.144082880059
2020,"Portugal","PRT",158.283846490416
2021,"Portugal","PRT",152.47112593675
2022,"Portugal","PRT",156.746839325647
1900,"Suecia","SWE",72.4416321186995
1901,"Suecia","SWE",74.1886299281202
